[2026-05-08T14:48:00+08:00] 跳过已完成任务 #1 submit_id=e46a79e3-5a7a-436f-8cdb-444f8fb0bfb1
[2026-05-08T14:48:00+08:00] 跳过终态任务 #2 status=failed submit_id=8bcbc2c5-bd43-4f66-a562-2aff98427871
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #3 submit_id=f7fe979c-4fe0-4f54-a2ea-7414a20b27a3
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #4 submit_id=081b16a4-ef15-452c-a114-d60407d6d5e1
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #5 submit_id=0f76dfcd-f145-4366-b6db-f59abd05e4cc
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #6 submit_id=6fe4a2f7-1a3f-4aba-b566-2d8e99c46fbf
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #7 submit_id=11dca8d8-eb7c-4735-bb40-02e1ecdfa62f
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #8 submit_id=b8b01743-8a2b-46d2-806f-9aa6d6df49e6
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #9 submit_id=8ed7407a-626f-4831-ad02-d25ae1c7fde9
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #10 submit_id=68b35d85-e30c-4715-8775-1d172521e603
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #11 submit_id=392c094e-d5a4-478a-b807-326574b12895
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #12 submit_id=540b0409-f72e-460a-8ecf-2533abf6955a
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #13 submit_id=27508166-3032-47ee-ae00-4a4f869ec56b
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #14 submit_id=fffff191-af31-4397-bb1c-4a35a49354d6
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #15 submit_id=95dcf020-7c5d-4286-8503-66ce0aac4d9c
[2026-05-08T14:48:00+08:00] 跳过终态任务 #16 status=failed submit_id=61801a6d-ad8e-467e-a28f-44fcfe43f00e
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #17 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #18 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #19 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #20 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #21 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #22 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #23 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #24 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #25 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #26 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #27 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #28 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #29 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #30 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #31 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #32 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #33 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #34 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #35 submit_id=-
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #36 submit_id=44a0d5b0-f8a7-4480-b0af-eb8ff43d87fb
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #37 submit_id=44ff5767-7acc-4ef8-96db-682b56077787
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #38 submit_id=6cbc51bd-26cf-434d-841e-d6b0dd5ee4c0
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #39 submit_id=b673e4fc-1523-4f9b-b010-414884a6328e
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #40 submit_id=436b97e2-ced0-4dc2-9887-5779483d685a
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #41 submit_id=067e452a-866b-4acc-b172-b1a290079469
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #42 submit_id=76dfbfeb-55fe-4c04-992a-b96d55974559
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #43 submit_id=c2c82979-ed43-4e84-b966-822be911ce5c
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #44 submit_id=08abf94f-540b-47ab-8bed-b78e5b3242c9
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #45 submit_id=05fb6fe3-62c9-4899-83b5-5e166638dce6
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #46 submit_id=f156fd1b-781f-4880-88e0-7ebdc8db924c
[2026-05-08T14:48:00+08:00] 跳过已完成任务 #47 submit_id=e5cf6c18-4c67-4c8d-8022-bd3c4dcc3478
[2026-05-08T14:48:00+08:00] 开始任务 #48: /Users/sliu/.local/bin/dreamina text2video --prompt '画面内容按纯视觉设计，全程不要人声朗读、不要人物聊天声、不要口型讲话、不要宠物拟人说话；人物和猫狗通过表情、动作和画面氛围表达情绪，嘴巴保持自然闭合或呼吸状态。温馨治愈日系二维手绘动画画风，吉卜力式温暖动画质感，宫崎骏动画电影般的柔和氛围，非真实摄影，非写实视频，非3D，非半写实；画面为纯二维手绘动画质感，线条柔和流畅，无尖锐棱角，色彩饱和度适中偏暖，暖黄色与浅橙色自然柔光，画面干净通透，背景简洁耐看，光影柔和，有温暖家庭陪伴感和轻电影感。核心主体为可爱的金毛犬或本次内容指定狗狗，耳朵灵动、尾巴动作自然，狗狗毛发蓬松柔软、根根分明，脸部表情拟人化但不过度夸张，眼睛大而明亮有神，动作自然，情绪灵动，造型可爱治愈，全程角色造型稳定统一。场景为生活化二维动画场景，可以是温暖客厅、卧室、沙发边、阳光草地、公园、家庭地板、窗边等，所有场景都保持同一套温暖日系手绘动画质感。科普示意画面也必须保持同一治愈动画风格，微生物、DNA、大脑结构、多巴胺、气味粒子、情绪云团等都要画成柔和、干净、温暖、易懂的动画化示意，不要冷冰冰科技风，不要真实医学图，不要恐怖微观画面。 16:9 横屏。本段主场景：按本段内容自然选择的生活化场景。本段狗狗和主人状态：狗狗在温暖家庭场景中自然活动，靠近、闻嗅、抬头、贴贴，从误会到理解的温柔释然。本段按时间轴分镜：0-2秒：近景固定镜头，主人先露出轻微疑惑，随后看见狗狗抬头看向主人，眼睛明亮，轻轻眨眼。 2-4秒：微距特写镜头，缓慢推近，主人蹲下伸手轻摸狗狗头顶，表情逐渐放松。 4-6秒：科普示意镜头，柔和转场，暖黄色光点在主人和狗狗之间缓慢扩散，空气变得柔软。 6-8秒：中景轻微横移，狗狗抬头看向主人，眼睛明亮，轻轻眨眼。 8-10秒：俯拍镜头，缓慢下移，主人蹲下伸手轻摸狗狗头顶，表情逐渐放松。 10-12秒：主观视角镜头，轻微跟拍，暖黄色光点在主人和狗狗之间缓慢扩散，空气变得柔软。 12-14秒：特写镜头，柔和拉近，狗狗抬头看向主人，眼睛明亮，轻轻眨眼，画面收束在主人与狗狗安静陪伴的温暖瞬间。 主情绪氛围：温馨治愈、轻科普、像在重新理解狗狗的爱。本频道按剧情式二维手绘动画处理，动作自然流畅，镜头衔接顺滑，猫狗微表情生动，主人和宠物有清晰但不过度夸张的互动，整体亮度中等偏亮，保持温暖、清晰、干净。适配即梦 Seedance 2.0，全能参考入口文生视频模式，16:9 横屏，指令理解精准，画面风格全程稳定统一，角色造型细节全程一致无跳变，科普示意画面清晰易懂，无画面崩坏，无逻辑错误，无角色变形，无画风漂移。屏幕上不要出现任何字幕、中文文字、英文文字、水印、logo、账号名、标题贴纸。不要真实摄影、不要写实真人脸部、不要3D建模感、不要水印、不要低清晰度画面。' --duration 14 --ratio 16:9 --model_version seedance2.0fast
[2026-05-08T14:48:02+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:48:33+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:49:03+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:49:34+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:50:04+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:50:35+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:51:06+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:51:36+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:52:07+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:52:37+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:53:08+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:53:38+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:54:09+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:54:40+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:55:10+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:55:41+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:56:11+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:56:42+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:57:12+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:57:43+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:58:13+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:58:44+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:59:15+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T14:59:45+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:00:16+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:00:46+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:01:17+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:01:48+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:02:18+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:02:49+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:03:20+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:03:51+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:04:21+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:04:52+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:05:22+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:05:53+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:06:24+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:06:54+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:07:25+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:07:55+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:08:26+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:08:56+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:09:27+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:09:58+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:10:28+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:10:59+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:11:29+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:12:00+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:12:30+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:13:02+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:13:32+08:00] submit_id=0a82c9c9-9632-4754-858e-830abee08cc4 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:14:03+08:00] 合并 1 个外部状态更新。
[2026-05-08T15:14:03+08:00] 任务 #48 失败，submit_id=0a82c9c9-9632-4754-858e-830abee08cc4，原因: generation failed: final generation failed
[2026-05-08T15:14:03+08:00] 开始任务 #49: /Users/sliu/.local/bin/dreamina text2video --prompt '画面内容按纯视觉设计，全程不要人声朗读、不要人物聊天声、不要口型讲话、不要宠物拟人说话；人物和猫狗通过表情、动作和画面氛围表达情绪，嘴巴保持自然闭合或呼吸状态。温馨治愈日系二维手绘动画画风，吉卜力式温暖动画质感，宫崎骏动画电影般的柔和氛围，非真实摄影，非写实视频，非3D，非半写实；画面为纯二维手绘动画质感，线条柔和流畅，无尖锐棱角，色彩饱和度适中偏暖，暖黄色与浅橙色自然柔光，画面干净通透，背景简洁耐看，光影柔和，有温暖家庭陪伴感和轻电影感。核心主体为可爱的金毛犬或本次内容指定狗狗，耳朵灵动、尾巴动作自然，狗狗毛发蓬松柔软、根根分明，脸部表情拟人化但不过度夸张，眼睛大而明亮有神，动作自然，情绪灵动，造型可爱治愈，全程角色造型稳定统一。场景为生活化二维动画场景，可以是温暖客厅、卧室、沙发边、阳光草地、公园、家庭地板、窗边等，所有场景都保持同一套温暖日系手绘动画质感。科普示意画面也必须保持同一治愈动画风格，微生物、DNA、大脑结构、多巴胺、气味粒子、情绪云团等都要画成柔和、干净、温暖、易懂的动画化示意，不要冷冰冰科技风，不要真实医学图，不要恐怖微观画面。 16:9 横屏。本段主场景：按本段内容自然选择的生活化场景。本段狗狗和主人状态：狗狗在温暖家庭场景中自然活动，靠近、闻嗅、抬头、贴贴，温馨、治愈、轻科普、被狗狗爱着的安心感。本段按时间轴分镜：0-2秒：近景固定镜头，主人先露出轻微疑惑，随后看见狗狗抬头看向主人，眼睛明亮，轻轻眨眼。 2-4秒：微距特写镜头，缓慢推近，主人蹲下伸手轻摸狗狗头顶，表情逐渐放松。 4-6秒：科普示意镜头，柔和转场，暖黄色光点在主人和狗狗之间缓慢扩散，空气变得柔软。 6-8秒：中景轻微横移，狗狗抬头看向主人，眼睛明亮，轻轻眨眼。 8-10秒：俯拍镜头，缓慢下移，主人蹲下伸手轻摸狗狗头顶，表情逐渐放松，画面收束在主人与狗狗安静陪伴的温暖瞬间。 主情绪氛围：温馨治愈、轻科普、像在重新理解狗狗的爱。本频道按剧情式二维手绘动画处理，动作自然流畅，镜头衔接顺滑，猫狗微表情生动，主人和宠物有清晰但不过度夸张的互动，整体亮度中等偏亮，保持温暖、清晰、干净。适配即梦 Seedance 2.0，全能参考入口文生视频模式，16:9 横屏，指令理解精准，画面风格全程稳定统一，角色造型细节全程一致无跳变，科普示意画面清晰易懂，无画面崩坏，无逻辑错误，无角色变形，无画风漂移。屏幕上不要出现任何字幕、中文文字、英文文字、水印、logo、账号名、标题贴纸。不要真实摄影、不要写实真人脸部、不要3D建模感、不要水印、不要低清晰度画面。' --duration 10 --ratio 16:9 --model_version seedance2.0fast
[2026-05-08T15:14:04+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:14:35+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:15:05+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:15:36+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:16:06+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:16:37+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:17:08+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:17:38+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:18:09+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:18:39+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
[2026-05-08T15:19:10+08:00] submit_id=b13712f2-d4aa-4841-9e35-fdec8baf77b3 仍在排队/生成中，30s 后继续查询
